source_pid,source_region_genre_id,source_position,source_pid_position,source_track_id,source_Track Name,source_Artist Name(s),source_audio_path,source_audio_relative_path,target_pid,target_region_genre_id,target_position,target_pid_position,target_track_id,target_Track Name,target_Artist Name(s),target_audio_path,target_audio_relative_path,label
26,western_focus,17,26_17,67wi36wKPhHlBtKxA4Ufel,Getting There,Aurelian Juno,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\17. Getting There.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\17. Getting There.mp3,20,western_dj,53,20_53,5kg1GacbhgQfLcbgOBRO9c,Tune Maari Entriyaan,Sohail Sen;Vishal Dadlani;KK;Neeti Mohan;Bappi Lahiri;Irshad Kamil,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\53. Tune Maari Entriyaan.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\53. Tune Maari Entriyaan.mp3,0
26,western_focus,18,26_18,0yLqLsRqfODfUMYyUbOnqb,The Heart Remembers,Kaspar Riedenthal,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\18. The Heart Remembers.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\18. The Heart Remembers.mp3,22,western_focus,55,22_55,168mtDM5ovzsaR866g4WOI,Umbrellas,Koshun Nakao,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\60. Umbrellas.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\60. Umbrellas.mp3",0
26,western_focus,18,26_18,0yLqLsRqfODfUMYyUbOnqb,The Heart Remembers,Kaspar Riedenthal,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\18. The Heart Remembers.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\18. The Heart Remembers.mp3,16,western_chill_lyrics,9,16_9,6Y4P3hCVoZi5nj8ZydH5K8,'O purtuallo (l'orange),Luca,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\11. 'O purtuallo (l'orange).mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\11. 'O purtuallo (l'orange).mp3,0
26,western_focus,19,26_19,7LWlVCicZ2oYx9ddg0FglR,Whirlwinds of Life,Vic Carnes,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\19. Whirlwinds of Life.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\19. Whirlwinds of Life.mp3,19,western_dj,100,19_100,0l1E291U7ZCyuDa2C3HVTX,Apologize,Besomorph;Anthony Keyrouz;Nito-Onna,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\94. Apologize.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\94. Apologize.mp3",0
26,western_focus,19,26_19,7LWlVCicZ2oYx9ddg0FglR,Whirlwinds of Life,Vic Carnes,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\19. Whirlwinds of Life.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\19. Whirlwinds of Life.mp3,21,western_dj,65,21_65,3YEsLVAYGKjGHcdGQOpiAY,Bella Ciao [HUGEL Remix],El Profesor;HUGEL,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\65. Bella Ciao [HUGEL Remix].mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\65. Bella Ciao [HUGEL Remix].mp3,0
26,western_focus,20,26_20,4jBBWqTt0BmeFDNmkEffpJ,Forgotten Photographs,Francis Monet,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\20. Forgotten Photographs.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\20. Forgotten Photographs.mp3,16,western_chill_lyrics,41,16_41,7FkZ5lLMhh3QifFARUWOFy,Late Exit,Favna,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\81. Late Exit.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\81. Late Exit.mp3,0
26,western_focus,20,26_20,4jBBWqTt0BmeFDNmkEffpJ,Forgotten Photographs,Francis Monet,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\20. Forgotten Photographs.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\20. Forgotten Photographs.mp3,24,western_focus,65,24_65,5NFfqwco1KEd4IgHAR43KI,639 Hz Heal Heart Chakra,Serena Lovelace,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus Study Music\66. 639 Hz Heal Heart Chakra.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus Study Music\66. 639 Hz Heal Heart Chakra.mp3,0
26,western_focus,21,26_21,6G7zgeFrYKMrZMUmH0sJxq,The Spiral Staircase,Matthew L. Fisher,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\21. The Spiral Staircase.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\21. The Spiral Staircase.mp3,27,western_sleep,1,27_1,5EIFtcs5653Xjgs1gAAB7a,Pee Loon Lofi Mix,Pritam;Mohit Chauhan;Kedrock;Sd Style,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\1. Pee Loon Lofi Mix.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\1. Pee Loon Lofi Mix.mp3,0
26,western_focus,21,26_21,6G7zgeFrYKMrZMUmH0sJxq,The Spiral Staircase,Matthew L. Fisher,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\21. The Spiral Staircase.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\21. The Spiral Staircase.mp3,20,western_dj,14,20_14,6QqG2ia9fn0ykLfoTMGSev,Me Gusta,Florian Picasso,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\14. Me Gusta.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\14. Me Gusta.mp3,0
26,western_focus,22,26_22,7x6biX2PD1iTm6zFRcm3bS,Tenders,Alex Laude,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\22. Tenders.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\22. Tenders.mp3,9,hindi_study,6,9_6,4jk4CaqBMBbMZhf3PuR1ai,Phir Kabhi,Arijit Singh;Amaal Mallik;Manoj Muntashir,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\8. Phir Kabhi.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\8. Phir Kabhi.mp3,0
26,western_focus,22,26_22,7x6biX2PD1iTm6zFRcm3bS,Tenders,Alex Laude,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\22. Tenders.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\22. Tenders.mp3,29,western_sleep,40,29_40,7vbMce9bHCItdDYybybw3t,"same old, same old",too unbothered.,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\40. same old, same old.mp3","data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\40. same old, same old.mp3",0
26,western_focus,23,26_23,3dW5gmYgCbNhjxsBGhGKLo,A Room With A View,Adrián Úlfur,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\23. A Room With A View.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\23. A Room With A View.mp3,25,western_focus,40,25_40,0Sls4ZDWxFqr3GXeyfSS2s,Slow Morns,sellar,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\36. Slow Morns.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\36. Slow Morns.mp3,0
26,western_focus,23,26_23,3dW5gmYgCbNhjxsBGhGKLo,A Room With A View,Adrián Úlfur,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\23. A Room With A View.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\23. A Room With A View.mp3,17,western_chill_lyrics,29,17_29,6KvXpACADAz73IPrCgXobL,Alfaazo,Mitraz,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\29. Alfaazo.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\29. Alfaazo.mp3,0
26,western_focus,24,26_24,5XaDdPqb8MTApJ5kqReqgg,New Light,Dalby,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\24. New Light.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\24. New Light.mp3,28,western_sleep,80,28_80,1wG9E9RFKv6zMq52BcEawm,Distant Stars,Soothing Oasis,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\80. Distant Stars.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\80. Distant Stars.mp3,0
26,western_focus,24,26_24,5XaDdPqb8MTApJ5kqReqgg,New Light,Dalby,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\24. New Light.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\24. New Light.mp3,18,western_chill_lyrics,14,18_14,6BXUGrMChRpa4jXpUJWseE,Gemini Eyes,Arima Ederra,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\14. Gemini Eyes.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\14. Gemini Eyes.mp3,0
26,western_focus,25,26_25,6KXD3ephryJdIbrdo2W0Qz,Within,Ash Forrest,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\25. Within.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\25. Within.mp3,23,western_focus,1,23_1,51vxIDnFJOzotXLQTrwV29,Present Memory,Køsk Skriner,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\1. Present Memory.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\1. Present Memory.mp3,0
26,western_focus,25,26_25,6KXD3ephryJdIbrdo2W0Qz,Within,Ash Forrest,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\25. Within.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\25. Within.mp3,23,western_focus,74,23_74,1QAOifJ9n3az1hIf8K3Gzh,Autumn,Altered Echoes,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\69. Autumn.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\69. Autumn.mp3",0
26,western_focus,26,26_26,7of61zdicsdOIVMowtY6OJ,Coastlines,Alto Fernando,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\26. Coastlines.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\26. Coastlines.mp3,20,western_dj,57,20_57,4SjKsDIVQessPLdN42FZlm,"Alcoholia (From ""Vikram Vedha"")",Vishal-Shekhar;Snigdhajit Bhowmik;Ananya Chakraborty,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\57. Alcoholia (From _Vikram Vedha_).mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\57. Alcoholia (From _Vikram Vedha_).mp3,0
26,western_focus,26,26_26,7of61zdicsdOIVMowtY6OJ,Coastlines,Alto Fernando,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\26. Coastlines.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\26. Coastlines.mp3,20,western_dj,47,20_47,3qWfqpB8KJFxwvbpqbuLCh,Ramuloo Ramulaa,Anurag Kulkarni;Mangli,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\47. Ramuloo Ramulaa.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\47. Ramuloo Ramulaa.mp3,0
26,western_focus,27,26_27,1QQXKivwrfMS3ma2ZBUGyr,Little House In Silver Lake,Dwight Rivera,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\27. Little House In Silver Lake.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\27. Little House In Silver Lake.mp3,21,western_dj,54,21_54,7AzlLxHn24DxjgQX73F9fU,No Idea,Don Toliver,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\54. No Idea.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\54. No Idea.mp3,0
26,western_focus,27,26_27,1QQXKivwrfMS3ma2ZBUGyr,Little House In Silver Lake,Dwight Rivera,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\27. Little House In Silver Lake.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\27. Little House In Silver Lake.mp3,27,western_sleep,77,27_77,1lVN4sHd7eH25MAVPBaxK0,Luka Chuppi - Lofi Flip,VIKI;SPECRO;SKETCH;Lata Mangeshkar,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\77. Luka Chuppi - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\77. Luka Chuppi - Lofi Flip.mp3,0
26,western_focus,28,26_28,43gMP9sW5ssRzGpL5Tf87M,Dust of Morning,Duke Wolverine,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\28. Dust of Morning.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\28. Dust of Morning.mp3,18,western_chill_lyrics,71,18_71,6M5Y8sn5cXePK58bH1WKon,Delusional,Erika de Casier,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\91. Delusional.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\91. Delusional.mp3,0
26,western_focus,28,26_28,43gMP9sW5ssRzGpL5Tf87M,Dust of Morning,Duke Wolverine,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\28. Dust of Morning.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\28. Dust of Morning.mp3,25,western_focus,46,25_46,3AYHI7qsr1lVLGieNgCpkf,Skyscraper,Sorai,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\74. Skyscraper.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\74. Skyscraper.mp3,0
26,western_focus,29,26_29,03WCxjmI3kGMf4UPMVcFHp,Lost in your light,Anton Lindholm,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\29. Lost in your light.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\29. Lost in your light.mp3,20,western_dj,100,20_100,0OPyDgTRuIdCJ9B4bYSths,Hotel Room Service,Pitbull,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\100. Hotel Room Service.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\100. Hotel Room Service.mp3,0
26,western_focus,29,26_29,03WCxjmI3kGMf4UPMVcFHp,Lost in your light,Anton Lindholm,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\29. Lost in your light.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\29. Lost in your light.mp3,29,western_sleep,17,29_17,1CFsOYCZOi8tXmnvouSQET,lucid,ist;Coste,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\17. lucid.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\17. lucid.mp3,0
26,western_focus,30,26_30,4ZdgNKRy8OJcuUEAfErHfZ,There Is Light,Malmkvist,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\30. There Is Light.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\30. There Is Light.mp3,20,western_dj,69,20_69,6meWLlDbWZQ1cOglIPt6W7,Bilionera,Otilia,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\69. Bilionera.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\69. Bilionera.mp3,0
26,western_focus,30,26_30,4ZdgNKRy8OJcuUEAfErHfZ,There Is Light,Malmkvist,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\30. There Is Light.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\30. There Is Light.mp3,27,western_sleep,15,27_15,4XdgtQ0wt7fikgV4xvR5tm,Piya O Re Piya (Lofi Mix),Atif Aslam;Shreya Ghoshal;Shahraaz Khan,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\15. Piya O Re Piya (Lofi Mix).mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\15. Piya O Re Piya (Lofi Mix).mp3,0
26,western_focus,33,26_33,3n2jtELNk0pDk60WEFELvw,Passing Clouds,Skaresnø,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\33. Passing Clouds.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\33. Passing Clouds.mp3,16,western_chill_lyrics,11,16_11,5lkns7grxl5HmRuq8KPw50,So Alive,May Zoean,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\12. So Alive.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\12. So Alive.mp3,0
26,western_focus,33,26_33,3n2jtELNk0pDk60WEFELvw,Passing Clouds,Skaresnø,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\33. Passing Clouds.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\33. Passing Clouds.mp3,18,western_chill_lyrics,78,18_78,6qR5YGunNSASaabs4kJB9V,Yamaha,Dijon,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\44. Yamaha.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\44. Yamaha.mp3,0
26,western_focus,34,26_34,7fxJDIIC14LZjmbtRr4lsM,valse de la fille,Adrien Anviér,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\34. valse de la fille.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\34. valse de la fille.mp3,2,hindi_chill_lyrics,10,2_10,6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")",Pritam;Arijit Singh;Amitabh Bhattacharya,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\7. Kesariya (From _Brahmastra_).mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\7. Kesariya (From _Brahmastra_).mp3,0
26,western_focus,34,26_34,7fxJDIIC14LZjmbtRr4lsM,valse de la fille,Adrien Anviér,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\34. valse de la fille.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\34. valse de la fille.mp3,7,hindi_study,21,7_21,1gjqG4t0xjcVw79NJZ1KVA,Shiva Mantra Ghanapaatha,Uma Mohan,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\25. Shiva Mantra Ghanapaatha.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\25. Shiva Mantra Ghanapaatha.mp3,0
26,western_focus,35,26_35,1IFvQI2iN8F6yB4mXeYF54,Renew,Herman Schirmer,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\35. Renew.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\35. Renew.mp3,25,western_focus,113,25_113,5Ltgq6XMTilOXhNiSQZrVT,Wistful Silhouettes,Chill Def;alt.bin.beats,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\57. Wistful Silhouettes.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\57. Wistful Silhouettes.mp3,0
26,western_focus,35,26_35,1IFvQI2iN8F6yB4mXeYF54,Renew,Herman Schirmer,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\35. Renew.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\35. Renew.mp3,19,western_dj,36,19_36,4sMR8fuTzbUyzB0asxifV0,Desire,Ian Asher;Olly Alexander (Years & Years),"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\31. Desire.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\31. Desire.mp3",0
26,western_focus,36,26_36,1QtHUCKOa8Hy6LUVCg2tb7,Dream of what once was,Justin Dell,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\36. Dream of what once was.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\36. Dream of what once was.mp3,24,western_focus,71,24_71,4YUgNWNP8q6A3JKIOPbb04,639 Hz Energy Cleansing,Serena Lovelace,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus Study Music\72. 639 Hz Energy Cleansing.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus Study Music\72. 639 Hz Energy Cleansing.mp3,0
26,western_focus,36,26_36,1QtHUCKOa8Hy6LUVCg2tb7,Dream of what once was,Justin Dell,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\36. Dream of what once was.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\36. Dream of what once was.mp3,9,hindi_study,11,9_11,4OEBP1iwGmLtcM8UKRLm80,"Itni Si Baat Hain (From ""Azhar"")",Pritam;Arijit Singh;Antara Mitra;Manoj Yadav,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\13. Itni Si Baat Hain (From _Azhar_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\13. Itni Si Baat Hain (From _Azhar_).mp3,0
