source_clean_index,source_Track URI,source_Track Name,source_Artist Name(s),source_track_id,source_pid,source_region_genre_id,source_position,source_pid_position,source_audio_path,source_audio_relative_path,source_downloaded_title,source_downloaded_playlist_name,source_downloaded_position,source_position_matches,source_filename,source_has_audio,target_clean_index,target_Track URI,target_Track Name,target_Artist Name(s),target_track_id,target_pid,target_region_genre_id,target_position,target_pid_position,target_audio_path,target_audio_relative_path,target_downloaded_title,target_downloaded_playlist_name,target_downloaded_position,target_position_matches,target_filename,target_has_audio,label
3144.0,spotify:track:1dJJkUvWa4JCgdpoURkWau,Starling's Song,Avery's Ambient,1dJJkUvWa4JCgdpoURkWau,28,western_sleep,14,28_14,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\14. Starling's Song.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\14. Starling's Song.mp3,Starling's Song,Sleep Music for Deep Sleeping,14.0,True,14. Starling's Song.mp3,True,3145.0,spotify:track:3EIkxp2iDXY8zSvUF6zgtM,Beneath the Sky,Soothing Oasis,3EIkxp2iDXY8zSvUF6zgtM,28.0,western_sleep,15.0,28_15,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\15. Beneath the Sky.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\15. Beneath the Sky.mp3,Beneath the Sky,Sleep Music for Deep Sleeping,15.0,True,15. Beneath the Sky.mp3,True,1
1906.0,spotify:track:66YtIqT0kN4958EXnCnAmE,Legends Never Die - (Remix),League of Legends;Alan Walker;Against The Current;Mako,66YtIqT0kN4958EXnCnAmE,20,western_dj,91,20_91,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\91. Legends Never Die - (Remix).mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\91. Legends Never Die - (Remix).mp3,Legends Never Die - (Remix),DJ Songs,91.0,True,91. Legends Never Die - (Remix).mp3,True,1907.0,spotify:track:0VWUhOUNIVOfUoBaq7xqMo,In the Name of Love,Martin Garrix;Bebe Rexha,0VWUhOUNIVOfUoBaq7xqMo,20.0,western_dj,92.0,20_92,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\92. In the Name of Love.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\92. In the Name of Love.mp3,In the Name of Love,DJ Songs,92.0,True,92. In the Name of Love.mp3,True,1
,,Raataan Lambiyan - Lofi Flip,VIBIE;Jubin Nautiyal;Asees Kaur;Tanishk Bagchi;Bollywood Lofi,47GoImoZiTI32p1t4H4b7h,27,western_sleep,63,27_63,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\63. Raataan Lambiyan - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\63. Raataan Lambiyan - Lofi Flip.mp3,,,,,,,,,Zara Sa,Pritam;KK;Sayeed Quadri,18YHbIhrleUkKKj2DvEp79,3.0,hindi_chill_lyrics,144.0,3_144,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\11. Zara Sa.mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\11. Zara Sa.mp3,,,,,,,0
,,Ilahi (Reprise),Pritam;Mohit Chauhan;Amitabh Bhattacharya,5wdkKS3kWXBU9bklLVsAFs,9,hindi_study,76,9_76,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\92. Ilahi (Reprise).mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\92. Ilahi (Reprise).mp3,,,,,,,,,White Gloves ii,Khruangbin,4EGilW7VYfTULk4RENDfJp,18.0,western_chill_lyrics,16.0,18_16,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\37. White Gloves ii.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\37. White Gloves ii.mp3,,,,,,,0
,,When We Fall,Selren,5xBCuOtpJML24VN7FQJ5Kk,23,western_focus,83,23_83,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\94. When We Fall.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\94. When We Fall.mp3,,,,,,,,,"Bolna (From ""Kapoor & Sons (Since 1921)"")",Tanishk Bagchi;Arijit Singh;Asees Kaur,3GrCQPpKqKzOcKfMAoqn82,2.0,hindi_chill_lyrics,15.0,2_15,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\17. Bolna (From _Kapoor & Sons (Since 1921)_).mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\17. Bolna (From _Kapoor & Sons (Since 1921)_).mp3,,,,,,,0
,,Emptiness Still,No One Is Listening,2o6aj8rX5BUeCZYLiWDv3b,29,western_sleep,19,29_19,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\19. Emptiness Still.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\19. Emptiness Still.mp3,,,,,,,,,Zinda Hai,Vishal-Shekhar;Julius Packiam (Tiger Theme);Sukhwinder Singh;Irshad Kamil,3Brmef0xG7wYhv9OYAAu7f,7.0,hindi_study,30.0,7_30,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\36. Zinda Hai.mp3,data\raw_playlist_songs_downloaded\hindi\study\Gym workout Hindi songs\36. Zinda Hai.mp3,,,,,,,0
,,Moonlit Skies,Soothing Oasis,2N26MsLOsLxB6EjHK4xosr,28,western_sleep,88,28_88,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\88. Moonlit Skies.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\88. Moonlit Skies.mp3,,,,,,,,,Renew,Herman Schirmer,1IFvQI2iN8F6yB4mXeYF54,26.0,western_focus,35.0,26_35,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\35. Renew.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\35. Renew.mp3,,,,,,,0
,,Lumen,Jacob David;Elliott Jack Sansom,5qq9ZdOOoHvW2vuALaAunZ,22,western_focus,25,22_25,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\27. Lumen.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\27. Lumen.mp3",,,,,,,,,Through the Fog,Soothing Oasis,3hPBrP0ZbE2hOrZtuVgzg7,28.0,western_sleep,52.0,28_52,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\52. Through the Fog.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\52. Through the Fog.mp3,,,,,,,0
,,An Alien In Minneapolis - Edit,Ondara,5YhOK0XMfjtW5L42FODqzK,15,western_chill_lyrics,76,15_76,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\46. An Alien In Minneapolis - Edit.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\46. An Alien In Minneapolis - Edit.mp3,,,,,,,,,Woven in Time,Vivian Roost,3tjqcSr7WT05PdYgaWv0I8,22.0,western_focus,70.0,22_70,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\75. Woven in Time.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\75. Woven in Time.mp3",,,,,,,0
,,Tuta Pull Wahan,Deepak Rathore,7EYEswNmA0XjzwUitONgzK,17,western_chill_lyrics,36,17_36,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\36. Tuta Pull Wahan.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\36. Tuta Pull Wahan.mp3,,,,,,,,,Mind at Rest,Soothing Oasis,5ZBaMtJy5R7Zt6799FfHlM,28.0,western_sleep,9.0,28_9,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\9. Mind at Rest.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\9. Mind at Rest.mp3,,,,,,,0
662.0,spotify:track:3vYk2VXjV8WFqadqzp1gtF,Tujh Mein Rab Dikhta Hai - LoFi Mix,Salim–Sulaiman;Roop Kumar Rathod;Jaideep Sahni,3vYk2VXjV8WFqadqzp1gtF,8,hindi_study,24,8_24,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\23. Tujh Mein Rab Dikhta Hai - LoFi Mix.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\23. Tujh Mein Rab Dikhta Hai - LoFi Mix.mp3,Tujh Mein Rab Dikhta Hai - LoFi Mix,Study Music Hindi (Lofi Songs),23.0,False,23. Tujh Mein Rab Dikhta Hai - LoFi Mix.mp3,True,663.0,spotify:track:1uehRTjklFflNZkVNYNZXL,Ek Ladki Ko Dekha Toh Aisa Laga - LoFi,Darshan Raval;Rochak Kohli,1uehRTjklFflNZkVNYNZXL,8.0,hindi_study,25.0,8_25,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\24. Ek Ladki Ko Dekha Toh Aisa Laga - LoFi.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\24. Ek Ladki Ko Dekha Toh Aisa Laga - LoFi.mp3,Ek Ladki Ko Dekha Toh Aisa Laga - LoFi,Study Music Hindi (Lofi Songs),24.0,False,24. Ek Ladki Ko Dekha Toh Aisa Laga - LoFi.mp3,True,1
3104.0,spotify:track:6NwVffBJeULbYgmilErYEz,Ishq Di Baajiyaan - Lofi Flip,Lo-fi 2307;Harshal Rajput;Diljit Dosanjh;Shankar-Ehsaan-Loy,6NwVffBJeULbYgmilErYEz,27,western_sleep,74,27_74,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\74. Ishq Di Baajiyaan - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\74. Ishq Di Baajiyaan - Lofi Flip.mp3,Ishq Di Baajiyaan - Lofi Flip,Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs,74.0,True,74. Ishq Di Baajiyaan - Lofi Flip.mp3,True,3105.0,spotify:track:2SsEV1a45Z5ysjX73lBjwC,Jab Se Tere Naina - Lofi Flip,Kritiman Mishra;Shaan;Monty Sharma;Bollywood Lofi,2SsEV1a45Z5ysjX73lBjwC,27.0,western_sleep,75.0,27_75,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\75. Jab Se Tere Naina - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\75. Jab Se Tere Naina - Lofi Flip.mp3,Jab Se Tere Naina - Lofi Flip,Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs,75.0,True,75. Jab Se Tere Naina - Lofi Flip.mp3,True,1
1930.0,spotify:track:3ZSoSXyfO7klvH3AW5Oaex,Faded,404BABY,3ZSoSXyfO7klvH3AW5Oaex,21,western_dj,15,21_15,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\15. Faded.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\15. Faded.mp3,Faded,ENGLISH CLUB SONGS,15.0,True,15. Faded.mp3,True,1931.0,spotify:track:58q2HKrzhC3ozto2nDdN4z,I Like It,Cardi B;Bad Bunny;J Balvin,58q2HKrzhC3ozto2nDdN4z,21.0,western_dj,16.0,21_16,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\16. I Like It.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\16. I Like It.mp3,I Like It,ENGLISH CLUB SONGS,16.0,True,16. I Like It.mp3,True,1
,,Mitwa - Lofi Flip,Silent Ocean;Shankar Mahadevan;Shankar-Ehsaan-Loy;Bollywood Lofi,0Myo6gFupsra0lFwJKDqsw,27,western_sleep,98,27_98,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\98. Mitwa - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\98. Mitwa - Lofi Flip.mp3,,,,,,,,,417 Hz Remove Negative Blocks,Dante Flowwell,4KVPHNWao9d62UrRTojkTI,24.0,western_focus,87.0,24_87,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus Study Music\88. 417 Hz Remove Negative Blocks.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus Study Music\88. 417 Hz Remove Negative Blocks.mp3,,,,,,,0
,,Connect the Dots,Novienne,2PO5LrGt9ASfsPluDQ58PT,23,western_focus,80,23_80,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\91. Connect the Dots.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\91. Connect the Dots.mp3,,,,,,,,,Music Sounds Better With You,Toby DEE;GRATIFY;Coopex;Deso Latee,5MoHCGMTRxiJ5xxYhrzmlX,19.0,western_dj,76.0,19_76,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\70. Music Sounds Better With You.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\70. Music Sounds Better With You.mp3",,,,,,,0
2839.0,spotify:track:3q5PzPbD5IDrAd3GYmyXvY,I Dreamed of You,Eternalistic,3q5PzPbD5IDrAd3GYmyXvY,26,western_focus,3,26_3,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\3. I Dreamed of You.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\3. I Dreamed of You.mp3,I Dreamed of You,Instrumental Study,3.0,True,3. I Dreamed of You.mp3,True,2840.0,spotify:track:2avCi5upj9VBQVCdsYfv57,Close,J. Alke,2avCi5upj9VBQVCdsYfv57,26.0,western_focus,4.0,26_4,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\4. Close.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\4. Close.mp3,Close,Instrumental Study,4.0,True,4. Close.mp3,True,1
,,"Mere Yaaraa & Tu Jo Mila (From ""Love In Lo-Fi Volume 1"")",Arijit Singh;Neeti Mohan;Javed Ali;Dj Chetas;DJ Nyk,5zAtCVBAkr5G2UvBG08SeF,8,hindi_study,59,8_59,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\58. Mere Yaaraa & Tu Jo Mila (From _Love In Lo-Fi Volume 1_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\58. Mere Yaaraa & Tu Jo Mila (From _Love In Lo-Fi Volume 1_).mp3,,,,,,,,,Parallax,Auric Drift,06MH21SjyQ0c5xaM8dc72J,23.0,western_focus,34.0,23_34,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\35. Parallax.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\35. Parallax.mp3,,,,,,,0
,,Wistful Silhouettes,Chill Def;alt.bin.beats,5Ltgq6XMTilOXhNiSQZrVT,25,western_focus,113,25_113,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\57. Wistful Silhouettes.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\57. Wistful Silhouettes.mp3,,,,,,,,,Tera Hua - Lofi Flip,Jammy Weirdo;Arijit Singh;Akull;Riya Duggal,4Q1wrbkv0SxsJPpefkegc2,27.0,western_sleep,93.0,27_93,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\93. Tera Hua - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\93. Tera Hua - Lofi Flip.mp3,,,,,,,0
,,Khwab,Iqlipse Nova;Aditya A,59alvnjzlbX6LaHhXGDZYv,17,western_chill_lyrics,15,17_15,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\15. Khwab.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\15. Khwab.mp3,,,,,,,,,2 Times,Dimitri Vegas;Steve Aoki;Ann Lee;Sound Of Legend,7v4U1UWo5FHd70GRRgzz8c,19.0,western_dj,5.0,19_5,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\14. 2 Times.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\14. 2 Times.mp3",,,,,,,0
3122.0,spotify:track:7LGyAwowOr72wiBTsEL4tL,Zehnaseeb - Lofi Flip,Deepanshu Ruhela;Swattrex;Chinmayi;Shekhar Ravjiani;Vishal-Shekhar,7LGyAwowOr72wiBTsEL4tL,27,western_sleep,92,27_92,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\92. Zehnaseeb - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\92. Zehnaseeb - Lofi Flip.mp3,Zehnaseeb - Lofi Flip,Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs,92.0,True,92. Zehnaseeb - Lofi Flip.mp3,True,3123.0,spotify:track:4Q1wrbkv0SxsJPpefkegc2,Tera Hua - Lofi Flip,Jammy Weirdo;Arijit Singh;Akull;Riya Duggal,4Q1wrbkv0SxsJPpefkegc2,27.0,western_sleep,93.0,27_93,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\93. Tera Hua - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\93. Tera Hua - Lofi Flip.mp3,Tera Hua - Lofi Flip,Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs,93.0,True,93. Tera Hua - Lofi Flip.mp3,True,1
774.0,spotify:track:1kKxvLPfgpG5NRJ9MAmYsu,Lag Ja Gale Se Phir,Lata Mangeshkar,1kKxvLPfgpG5NRJ9MAmYsu,9,hindi_study,55,9_55,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\71. Lag Ja Gale Se Phir.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\71. Lag Ja Gale Se Phir.mp3,Lag Ja Gale Se Phir,Studying Bollywood Songs,71.0,False,71. Lag Ja Gale Se Phir.mp3,True,775.0,spotify:track:4RixtPhUXlci9ad4qIMj23,Kuch Kuch Hota Hai,Jatin-Lalit;Udit Narayan;Alka Yagnik,4RixtPhUXlci9ad4qIMj23,9.0,hindi_study,56.0,9_56,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\72. Kuch Kuch Hota Hai.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\72. Kuch Kuch Hota Hai.mp3,Kuch Kuch Hota Hai,Studying Bollywood Songs,72.0,False,72. Kuch Kuch Hota Hai.mp3,True,1
1604.0,spotify:track:3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,David Guetta;Anne-Marie;Coi Leray,3BKD1PwArikchz2Zrlp1qi,19,western_dj,4,19_4,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\17. Baby Don't Hurt Me.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\17. Baby Don't Hurt Me.mp3",Baby Don't Hurt Me,"DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats",17.0,False,17. Baby Don't Hurt Me.mp3,True,1605.0,spotify:track:7v4U1UWo5FHd70GRRgzz8c,2 Times,Dimitri Vegas;Steve Aoki;Ann Lee;Sound Of Legend,7v4U1UWo5FHd70GRRgzz8c,19.0,western_dj,5.0,19_5,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\14. 2 Times.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\14. 2 Times.mp3",2 Times,"DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats",14.0,False,14. 2 Times.mp3,True,1
,,Stillness,Ptr.;mellow fox,6VVw1EElwMRwRJPFRfCstX,25,western_focus,6,25_6,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\94. Stillness.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\94. Stillness.mp3,,,,,,,,,Autumn,Altered Echoes,1QAOifJ9n3az1hIf8K3Gzh,23.0,western_focus,74.0,23_74,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\69. Autumn.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\69. Autumn.mp3",,,,,,,0
2846.0,spotify:track:1zkplKo7fw7LgYT1djtfGT,In The Clouds,Elarune,1zkplKo7fw7LgYT1djtfGT,26,western_focus,10,26_10,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\10. In The Clouds.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\10. In The Clouds.mp3,In The Clouds,Instrumental Study,10.0,True,10. In The Clouds.mp3,True,2847.0,spotify:track:04WArssiYLEtm8cjnc4Aiz,New,Adjoa Bekoe,04WArssiYLEtm8cjnc4Aiz,26.0,western_focus,11.0,26_11,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\11. New.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\11. New.mp3,New,Instrumental Study,11.0,True,11. New.mp3,True,1
